"","artist","title","sales_price","sold_dummy","low_estimate","high_estimate","signiture","height","width","surface","created","medium","auction_lot","auction_date","auction_location"
"2515","Fernando Cueto Amorsolo","UNDER THE MANGO TREE",153190,1,28380,41280,"Signed and Dated",62,88,5456,"1950","Oil / Canvas","306","4/4/16","0"
"2516","Fernando Cueto Amorsolo","LAVANDERAS (WOMEN BATHERS)",153190,1,28380,41280,"Signed and Dated",64.5,90,5805,"1952","Oil / Board","307","4/4/16","0"
"2517","Kiukok Ang","DOG SERIES",15320,1,10320,19350,"Signed and Dated",30.5,35.5,1082.75,"1982","Oil / Canvas","309","4/4/16","0"
"2518","Kiukok Ang","PIETA",67730,1,32250,45150,"Signed and Dated",61,61,3721,"1981","Oil / Canvas","310","4/4/16","0"
"2519","Romeo Villalva Tabuena","VILLAGE SCENE",22580,1,9030,11610,"Signed and Dated",66,96.5,6369,"1964","Oil / Masonite","311","4/4/16","0"
"2520","Romeo Villalva Tabuena","MAN WITH ROOSTER",20960,1,7740,10320,"Signed and Dated",84,54.5,4578,"1966","Acrylic / Masonite","312","4/4/16","0"
"2521","Kim Seng Ong","BHAKTAPUR MAIN STREET",NA,0,25800,36120,"Inscribed and Signed",80,112,8960,NA,"Oil / Canvas","313","4/4/16","0"
"2522","Federico Aguilar Alcuaz","COMPOSITION: FOUR BIRDS",67730,1,28380,49020,"Signed and Dated",95,75,7125,"1963","Oil / Canvas","316","4/4/16","0"
"2523","Lian Ben Lao","TRYST",48380,1,18060,28380,"Signed and Titled",99.5,124.5,12387.75,"1976","Acrylic / Board","320","4/4/16","0"
"2524","Soo Pieng Cheong","UNTITLED",NA,0,232200,322500,"Signed",100,146.5,14650,NA,"Oil / Canvas","327","4/4/16","0"
"2525","Abdul Latiff Mohidin","IMAGO",112880,1,58050,87720,"Signed and Dated",86.5,69.5,6011.75,"1968","Oil / Canvas","331","4/4/16","0"
"2526","Soo Pieng Cheong","ABSTRACT LANDSCAPE",38700,1,25800,38700,"Signed",65.5,59,3864.5,NA,"Oil and acrylic / Paper","334","4/4/16","0"
"2527","Soo Pieng Cheong","WOMEN PLANTING RICE",NA,0,61920,100620,"Signed",84,107,8988,NA,"Oil / Canvas","335","4/4/16","0"
"2528","Wee Shoo Leong","PROSPERITY",NA,0,9030,11610,"Signed and Dated",64,76.8,4915.2,"1996","Acrylic / Canvas","339","4/4/16","0"
"2529","Chuah Thean Teng","MARKET SCENE",37090,1,10320,19350,"Signed",118,263,31034,NA,"Batik on cloth fixed onto paper laid on panel","341","4/4/16","0"
"2530","Arie Smit","TWO BALINESE LANDSCAPES",24190,1,10320,19350,"Inscribed and Signed",NA,NA,NA,"1960","Oil / Canvas","342","4/4/16","0"
"2531","Arie Smit","TREES",9680,1,7740,10320,"Signed",24,30,720,NA,"Oil / Paper","343","4/4/16","0"
"2532","Theo Meier","PORTRAIT OF A WOMAN",32250,1,25800,38700,"Signed and Dated",68,49,3332,"1950","Oil / Canvas","345","4/4/16","0"
"2533","Theo Meier","BALINESE VILLAGE",NA,0,20640,32250,NA,60,70,4200,NA,"Oil / Canvas","346","4/4/16","0"
"2534","Hans Snel","PROCESSION",NA,0,9680,12260,"Signed and Dated",60,50,3000,"1958","Oil / Canvas","347","4/4/16","0"
"2535","Hans Snel","BALINESE VENDORS",NA,0,20640,32250,"Inscribed and Signed",70.5,50,3525,"1976","Oil / Canvas","348","4/4/16","0"
"2536","Emil Rizek","TWO INDONESIAN MEN",NA,0,3870,6450,"Signed and Dated",37.5,50,1875,"1930","Oil / Paper on board","349","4/4/16","0"
"2537","Arie Smit","PEMANDANGAN PURA (TEMPLE VIEW)",141900,1,51600,77400,"Inscribed and Signed",92,60,5520,"c. 1967","Oil / Canvas","351","4/4/16","0"
"2538","Theo Meier","ODALAN DI PURE (OFFERINGS IN THE GARDEN)",24190,1,19350,32250,"Inscribed and Signed",39,54.5,2125.5,"1943","Oil / Canvas","352","4/4/16","0"
"2539","Emil Rizek","BALINESE TEMPLE",NA,0,3225,4515,"Signed",49,32,1568,NA,"Oil / Cardboard","353","4/4/16","0"
"2540","Theo Meier","RECLINING NUDE",33860,1,28380,45150,"Signed and Dated",79,118,9322,"1972","Oil / Canvas","354","4/4/16","0"
"2541","Adrien Jean Le Mayeur de Merpres","STREET IN AN AFRICAN TOWN",NA,0,45150,70950,"Signed",75.5,90,6795,NA,"Oil / Canvas","358","4/4/16","0"
"2542","Arie Smit","THE PROCESSION",6450,1,5160,7740,"Signed and Dated",27,37,999,"2007","Oil / Canvas","359","4/4/16","0"
"2543","Romualdo Battista Federico Locatelli","PORTRAIT OF A NUDE",56440,1,51600,77400,"Signed",98,192.5,18865,NA,"Oil / Canvas on board","360","4/4/16","0"
"2544","Romualdo Battista Federico Locatelli","YOUNG GIRL",NA,0,38700,64500,"Signed and Dated",94.5,87.5,8268.75,"1938","Oil / Canvas on board","363","4/4/16","0"
"2545","Willem Gerard Hofker","FLOWER STILL LIFE",NA,0,25800,38700,"Signed and Dated",55,66.5,3657.5,"1952","Oil / Canvas","364","4/4/16","0"
"2546","Adrien Jean Le Mayeur de Merpres","VENICE",12900,1,9030,11610,"Signed",21.5,26.5,569.75,NA,"Oil / Board","365","4/4/16","0"
"2547","Adrien Jean Le Mayeur de Merpres","GATE OF THE FERME ROSE",NA,0,38700,64500,"Signed",90,75,6750,NA,"Oil / Canvas","366","4/4/16","0"
"2548","Theo Meier","EIGHT HARVESTING FARMERS",16130,1,15480,23220,"Signed and Dated",56,43,2408,"1948","Oil / Canvas","367","4/4/16","0"
"2549","Arie Smit","TOWN OF BANDUNG",56440,1,45150,70950,"Signed",49.5,59.5,2945.25,"c. 1952","Oil / Canvas","368","4/4/16","0"
"2550","Hans Snel","PORTRAIT OF A BALINESE LADY",4031,1,3225,4515,"Signed and Dated",31,26,806,"1959","Oil / Canvas","370","4/4/16","0"
"2551","Antonio Maria Blanco","PORTRAIT",NA,0,19350,32250,"Inscribed and Signed",50,40,2000,NA,"Oil / Canvas","372","4/4/16","0"
"2552","Hans Snel","MOTHER AND CHILD",NA,0,6450,9030,"Signed and Dated",55,55,3025,"1962","Oil / Canvas","373","4/4/16","0"
"2553","Hendra Gunawan","LANDSCAPE",970080,1,258000,387000,"Signed and Dated",150,300,45000,"1978","Oil / Canvas","376","4/4/16","0"
"2554","Kusama Affandi","THE BRIDGE",129000,1,103200,193500,"Signed and Dated",99,128,12672,"1976","Oil / Canvas","377","4/4/16","0"
"2555","Barli Sasmitawinata","PENJUAL AYAM (CHICKEN SELLER)",9680,1,7740,11610,"Signed",105,125,13125,NA,"Oil / Canvas","378","4/4/16","0"
"2556","Popo Iskandar","TWO DANCERS",14510,1,11610,19350,"Signed and Dated",100,90,9000,"1975","Oil / Canvas","379","4/4/16","0"
"2557","Hendra Gunawan","MOTHER AND CHILDREN WITH TOPENG",474720,1,180600,283800,"Signed and Dated",150,70,10500,"1977","Oil / Canvas","380","4/4/16","0"
"2558","Kusama Affandi","MATADOR",NA,0,100620,126420,"Signed and Dated",77,90,6930,"1962","Oil / Canvas","381","4/4/16","0"
"2559","Galam Zulkifli","UNTITLED",NA,0,3870,6450,"Signed and Dated",200,140,28000,"2007","Acrylic / Canvas","382","4/4/16","0"
"2560","Heri Dono","REFORMASI MAHABHARATA (THE MAHABHARATA REFORM)",14510,1,6450,9030,"Signed",150,200,30000,NA,"Acrylic / Canvas","383","4/4/16","0"
"2561","Awiki","STILL LIFE",12580,1,3870,6450,"Signed and Dated",130,150,19500,"2004","Oil / Canvas","384","4/4/16","0"
"2562","Gusti Agung Mangu Putra","DIALOG SENJA (TWILIGHT DIALOGUE)",22580,1,9030,11610,"Signed and Dated",125,210,26250,"2007","Oil / Canvas","385","4/4/16","0"
"2563","Agus Djaya","KERETA KUDA (HORSE-DRAWN CARRIAGE)",12900,1,6450,9030,"Signed and Dated",134,248,33232,"1980","Oil / Canvas","386","4/4/16","0"
"2564","Zaini","BOATS",8060,1,5160,7740,"Signed and Dated",117,90,10530,"1976","Oil / Canvas","387","4/4/16","0"
"2565","Rusli","FESTIVAL",NA,0,9030,11610,"Signed and Dated",60,75,4500,"1976","Oil / Canvas","388","4/4/16","0"
"2566","Zaini","UNTITLED",7740,1,5160,7740,"Signed and Dated",94,64,6016,"1977","Oil / Canvas","389","4/4/16","0"
"2567","Raden Basoeki Abdullah","CENDRAWASIH (BIRDS OF PARADISE)",17740,1,11610,19350,"Inscribed and Signed",120,80,9600,"1976","Oil / Canvas","390","4/4/16","0"
"2568","Raden Basoeki Abdullah","LAKE",96750,1,51600,77400,"Signed and Dated",97,240,23280,"1952","Oil / Canvas","391","4/4/16","0"
"2569","Raden Basoeki Abdullah","NUDE",61280,1,18060,28380,"Signed",120,80,9600,NA,"Oil / Canvas","392","4/4/16","0"
"2570","Wahdi Sumanta","LAKE",6450,1,5160,7740,"Signed and Dated",95,145,13775,"1978","Oil / Canvas","393","4/4/16","0"
"2571","Wahdi Sumanta","MOUNTAIN",8870,1,5160,7740,"Signed and Dated",132,225,29700,"1978","Oil / Canvas","394","4/4/16","0"
"2572","Wakidi","LANDSCAPE",11290,1,9030,11610,"Signed and Dated",82,147,12054,"1969","Oil / Canvas","395","4/4/16","0"
"2573","Popo Iskandar","LANDSCAPE",NA,0,10320,19350,"Signed and Dated",95,100,9500,"1974","Oil / Canvas","396","4/4/16","0"
"2574","Sindudarsono Sudjojono","MOUNTAIN LANDSCAPE",112880,1,77400,103200,"Signed and Dated",50,80,4000,NA,"Oil / Canvas","397","4/4/16","0"
"2575","Ahmad Sadali","VIBRATIONS",NA,0,38700,64500,"Signed and Dated",127,127,16129,"1970","Oil / Canvas","398","4/4/16","0"
"2576","Ahmad Sadali","UNTITLED",72560,1,36120,49020,"Signed and Dated",80,65,5200,"1972","Oil / Canvas","400","4/4/16","0"
"2577","Mochtar Apin","SERI SAPUAN KALIGRAFI (SWEEPS OF CALLIGRAPHY SERIES) (8)",NA,0,25800,38700,"Signed and Dated",NA,NA,NA,NA,"Acrylic / Canvas","401","4/4/16","0"
"2578","I Nyoman Gunarsa","DANCERS",6450,1,5160,7740,NA,145,145,21025,"1997","Oil / Board","402","4/4/16","0"
"2579","Djoko Pekek","PREPARATION",NA,0,11610,19350,"Signed and Dated",139,117,16263,"2000","Oil / Canvas","404","4/4/16","0"
"2580","But Mochtar","DANCERS",NA,0,15480,28380,"Signed and Dated",60,129,7740,"1960","Oil / Canvas","405","4/4/16","0"
"2581","Shrihadi Soedarsono","DANCERS",45150,1,36120,45150,"Signed and Dated",130,100,13000,"1998","Oil / Canvas","406","4/4/16","0"
"2582","Kusama Affandi","PENARI LEGONG (LEGONG DANCER)",NA,0,180600,283800,"Signed and Dated",130,96,12480,"1975","Oil / Canvas","407","4/4/16","0"
"2583","Sindudarsono Sudjojono","PANDAN'S WEDDING BOUQUET",64500,1,51600,77400,"Signed",60,80,4800,"1983","Oil / Canvas","408","4/4/16","0"
"2584","Arifien Neif","KASIH SAYANG (AFFECTION)",6450,1,5160,7740,"Signed and Dated",73,63,4599,"1993","Oil / Canvas","409","4/4/16","0"
"2585","Haji Widayat","THREE WOMEN WITH ANIMALS IN A LANDSCAPE",30640,1,28380,45150,"Signed and Dated",110,89,9790,"1960","Oil / Canvas","410","4/4/16","0"
"2586","Shrihadi Soedarsono","HORIZON AND BOATS",104810,1,58050,83850,"Signed and Dated",94,140,13160,"1981","Oil / Canvas","411","4/4/16","0"
"2587","I Nyoman Gunarsa","DANCERS",3225,1,2580,3870,NA,95,95,9025,"1997","Oil / Canvas","413","4/4/16","0"
"2588","Haji Widayat","ROOSTER I",22580,1,12900,19350,"Signed and Dated",75,97,7275,"1991","Oil / Canvas","416","4/4/16","0"
"2589","Kusama Affandi","SELF PORTRAIT",NA,0,232200,322500,"Signed and Dated",126,100,12600,"1965","Oil / Canvas","417","4/4/16","0"
"2590","Kusama Affandi","BUFFALOES",38700,1,20640,25800,"Signed and Dated",51,57,2907,"1983","Oil / Canvas","418","4/4/16","0"
"2591","Kusama Affandi","BOATS",NA,0,90300,116100,"Signed and Dated",99,129,12771,"1974","Oil / Canvas","419","4/4/16","0"
"2592","Kusama Affandi","SAMPAH MOBIL (SCRAPYARD)",NA,0,103200,193500,"Signed and Dated",97,124,12028,"1977","Oil / Canvas","420","4/4/16","0"
"2593","Kusama Affandi","NEW ENGLAND SHORE DINNER",241880,1,87720,113520,"Signed and Dated",102,127,12954,"1962","Oil / Canvas","421","4/4/16","0"
"2594","Rusli","UPACARA BALI (BALINESE FESTIVAL)",NA,0,9030,11610,"Signed and Dated",90,118,10620,"1967","Oil / Canvas","422","4/4/16","0"
"2595","Djoko Pekek","LADY SMOKING",6450,1,5160,7740,"Signed and Dated",40,35,1400,"2001","Oil / Canvas","423","4/4/16","0"
"2596","Sudjana Kerton","EMBUN (DEW)",NA,0,41280,70950,"Signed and Dated",96,66,6336,"1985","Oil / Canvas","424","4/4/16","0"
"2597","Djoko Pekek","WOMAN",NA,0,3870,6450,"Signed and Dated",40,35,1400,"2001","Oil / Canvas","425","4/4/16","0"
"2598","Abdul Aziz","PORTRAIT OF A YOUNG GIRL",NA,0,6450,9030,"Inscribed and Signed",67,53,3551,"1968","Oil / Canvas","426","4/4/16","0"
"2599","Sudjana Kerton","MARKET",64500,1,38700,64500,"Signed",81,127,10287,NA,"Oil / Canvas","427","4/4/16","0"
"2600","Manfong Lee","BALINESE WEAVER",335400,1,232200,361200,"Inscribed and Signed",61,83,5063,"1941","Oil / Masonite","428","4/4/16","0"
"2601","Haji Widayat","GERHANA MATAHARI DI HUTAN (SOLAR ECLIPSE IN THE FOREST)",69340,1,61920,87720,"Signed and Dated",139,206.5,28703.5,"1985","Oil / Canvas","429","4/4/16","0"
"2602","Sudjana Kerton","MENCARI KUTU (PICKING FOR LICE)",88690,1,58050,87720,"Signed and Dated",96,66,6336,"1985","Oil / Canvas","430","4/4/16","0"
"2603","Hendra Gunawan","PENJUAL BUNGA (FLOWER VENDORS)",NA,0,154800,283800,"Signed",132,46,6072,NA,"Oil / Canvas","431","4/4/16","0"
"2604","Manfong Lee","DOVES",38700,1,28380,45150,"Signed",122,60,7320,NA,"Oil / Board","432","4/4/16","0"
"2605","Manfong Lee","TIGER CUBS",NA,0,51600,77400,"Signed",122,60.5,7381,NA,"Oil / Board","433","4/4/16","0"
"2606","Manfong Lee","GOLDFISH",40310,1,32250,49020,"Signed",121,61,7381,NA,"Oil / Masonite","434","4/4/16","0"
"2607","Manfong Lee","SCENE OF LI? YU?N, LINGERING GARDEN",80630,1,64500,90300,"Signed",60,60,3600,"1956","Oil / Masonite","435","4/4/16","0"
"2608","Manfong Lee","BALINESE MAIDENS",304440,1,61920,87720,"Signed",104,51,5304,NA,"Oil / Masonite","436","4/4/16","0"
"2609","Yayoi Kusama","THE FOOTPRINTS OF YOUTH",12900,1,7740,10320,"Signed and Dated",27.1,24,650.4,"1978","Gouache and enamel / Paperboard","704","4/4/16","0"
"2610","Toshimitsu Imai","UNTITLED",61280,1,23220,28380,NA,49,64.1,3140.9,"c. 1959","Acrylic / Paper","707","4/4/16","0"
"2611","ChongHyun Ha","CONJUNCTION NO. 79-22",96750,1,30960,45150,"Signed and Titled",100.2,80.5,8066.1,"1979","Oil on hemp cloth","719","4/4/16","0"
"2612","Hyong Keun Yun","UNTITLED",77400,1,25800,38700,"Signed and Dated",53.5,72.9,3900.15,"1972","Oil on hemp cloth","720","4/4/16","0"
"2613","Hyong Keun Yun","UNTITLED",48380,1,15480,23220,"Signed and Dated",72.8,99.8,7265.44,"1990","Oil / Linen","721","4/4/16","0"
"2614","Sanghwa Chung","UNTITLED 91-1-A",77400,1,36120,49020,"Signed and Titled",46.1,33.2,1530.52,"1991","Acrylic / Canvas","723","4/4/16","0"
"2615","ChongHyun Ha","CONJUNCTION 2000-1-4",NA,0,90300,154800,"Signed and Titled",180,120,21600,"2000","Oil on hemp cloth","724","4/4/16","0"
"2616","Xiaogang Zhang","WAITING SPIRITS",140290,1,90300,116100,"Signed and Titled",44.5,39.6,1762.2,"1989","Oil / Paper","725","4/4/16","0"
"2617","Xiaogang Zhang","GREEN WALL: STUDY ROOM NO. 1",241880,1,193500,258000,"Signed and Dated",150,200,30000,"2009","stainless steel plate, silk screen print, oil paint and silver marker","726","4/4/16","0"
"2618","Xuhui Mao","DAILY EPIC, DEAD NATURE, HARMONY IN RED",177380,1,103200,154800,"Signed and Dated",179,130,23270,"1994","Oil / Canvas","727","4/4/16","0"
"2619","Qun Shu","IDENTICAL VOICE SERIES - A POST-VANGUARDISM?",NA,0,154800,193500,NA,196.4,160,31424,"1993-1995","Oil / Canvas","730","4/4/16","0"
"2620","Gu Dexin","B35",11290,1,6450,10320,"Signed and Titled",47,67,3149,"1981","Oil / Canvas","731","4/4/16","0"
"2621","Gu Dexin","B17",14510,1,6450,10320,"Signed and Titled",89.5,54,4833,"1979","Oil / Canvas","732","4/4/16","0"
"2622","Gu Dexin","B22",32250,1,12900,19350,"Signed and Titled",101,62.7,6332.7,"1981","Oil / Canvas","733","4/4/16","0"
"2623","Gu Dexin","B39",16130,1,6450,10320,"Signed and Titled",60.3,43.9,2647.17,"1983","Oil / Canvas","734","4/4/16","0"
"2624","Gu Dexin","A05",14510,1,12900,19350,"Signed and Dated",115,41.1,4726.5,"1983","Oil / Canvas","735","4/4/16","0"
"2625","Gu Dexin","B02",45150,1,12900,19350,"Signed and Titled",112.5,81.6,9180,"1983","Oil / Canvas","736","4/4/16","0"
"2626","Gu Dexin","B40",17740,1,12900,19350,"Signed and Titled",72.4,69.1,5002.84,"1984","Oil / Canvas","737","4/4/16","0"
"2627","Minjun Yue","99 IDOL SERIES NO. 99",24190,1,19350,32250,"Signed and Titled",25.3,20.1,508.53,"1996-99","Oil / Canvas","738","4/4/16","0"
"2628","Fanzhi Zeng","WATERMELON",104810,1,58050,83850,"Signed",60,60,3600,"2006","Oil / Canvas","739","4/4/16","0"
"2629","Fanzhi Zeng","COUNTRYSIDE NO.3",241880,1,154800,232200,"Signed and Dated",70,200,14000,"2004","Oil / Canvas","740","4/4/16","0"
"2630","Guangyi Wang","GREAT CRITICISM - HINE.XO",NA,0,109650,154800,NA,146.5,117.8,17257.7,"1994","Oil / Canvas","741","4/4/16","0"
"2631","Yonghong Song","MOAT AROUND THE FORBIDDEN CITY",72560,1,38700,64500,"Signed and Dated",114,149.5,17043,"1994","Oil / Canvas","742","4/4/16","0"
"2632","Yonghong Song","POOL SIDE",137060,1,45150,70950,"Signed and Dated",149.5,149.5,22350.25,"1994","Oil / Canvas","743","4/4/16","0"
"2633","Linhai Zhang","PARADISE NO. 10",16130,1,12900,19350,"Signed",114.8,150.4,17265.92,NA,"Oil / Canvas","744","4/4/16","0"
"2634","Linhai Zhang","PARADISE NO. 2",NA,0,32250,45150,"Signed and Dated",115,150.5,17307.5,"2003","Oil / Canvas","745","4/4/16","0"
"2635","Minjun Yue","HAPPINESS",567600,1,516000,774000,"Signed and Dated",180,240,43200,"1993","Oil / Canvas","746","4/4/16","0"
"2636","Chunya Zhou","FLOWERS",51600,1,51600,77400,"Signed and Dated",78,65,5070,"1999","Oil / Canvas","747","4/4/16","0"
"2637","Xiaodong Liu","TRANSSEXUAL II",NA,0,154800,232200,"Signed and Dated",152,136.7,20778.4,"2001","Oil / Canvas","748","4/4/16","0"
"2638","JeongHwa Choi","ALCHEMY (TWO WORKS)",29030,1,23220,36120,NA,NA,NA,NA,"2014","Plastic and LED and steel structure","749","4/4/16","0"
"2639","Hyosuk Kim","CITY OF DREAM (DIPTYCH)",72560,1,25800,38700,NA,227.1,375.2,85207.92,"2011-2014","Acrylic / Canvas","754","4/4/16","0"
"2640","Jung-Yeon Min","PENDANT QUE JE",9680,1,7740,10320,NA,149.6,149.4,22350.24,"2007","Oil / Canvas","755","4/4/16","0"
"2641","Hisaya Taira","ESCALATOR NO. 30 - AIRPORT",11290,1,9030,11610,"Signed and Titled",120,135.3,16236,"2011","Acrylic / Canvas","756","4/4/16","0"
"2642","Asae Soya","WATERDROP",12090,1,3870,5160,"Signed and Titled",73,91.1,6650.3,"2006","Oil / Canvas on board","757","4/4/16","0"
"2643","Izumi Kato","UNTITLED",NA,0,38700,51600,"Signed and Dated",162.5,130.5,21206.25,"2012","Oil / Canvas","759","4/4/16","0"
"2644","Ozawa Sakae","VEGA (DIPTYCH)",NA,0,12900,23220,"Signed and Titled",NA,NA,NA,"2008","Oil / Cotton","761","4/4/16","0"
"2645","Mayuka Yamamoto","POOL",11290,1,3870,6450,"Signed and Titled",161.9,162.2,26260.18,"2006","Oil / Canvas","762","4/4/16","0"
"2646","Jin Guo","CHILD'S PORTRAIT NO 2 & NO. 5 (TWO WORKS)",11290,1,12900,19350,"Signed and Dated",NA,NA,NA,"2002","Oil / Canvas","763","4/4/16","0"
"2647","Enli Zhang","RED CONTAINER",NA,0,103200,154800,"Signed and Dated",127,114,14478,"2006","Acrylic / Canvas","766","4/4/16","0"
"2648","Wei Liu","FIELD",304440,1,322500,451500,NA,180.3,442.2,79728.66,"2009","Oil / Canvas","767","4/4/16","0"
"2649","Yuan Yuan","DOOR 1",NA,0,32250,45150,"Signed and Titled",159.5,120,19140,"2011","Oil / Canvas","769","4/4/16","0"
"2650","Yujun Chen","ASIAN CIRCUMSCRIPTION-5.2 SQUARE METERS NO.5 (SET OF TWO)",29030,1,28380,51600,"Signed and Titled",NA,NA,NA,"2008","Acrylic / Canvas","770","4/4/16","0"
"2651","Yuan Yuan","IRON GATE",64500,1,45150,70950,"Signed and Dated",169.6,157.4,26695.04,"2009","Oil / Canvas","771","4/4/16","0"
"2652","Kun Song","POISON DRINKER",12900,1,10320,12900,"Signed and Titled",45,65,2925,"2011","Oil / Canvas","772","4/4/16","0"
"2653","Zhou Yilun","RED WITH A LITTLE BIT OF WHITE",NA,0,7740,12900,"Signed and Dated",43,63.2,2717.6,"2011","Acrylic / Board","773","4/4/16","0"
"2654","Yuxing Huang","FACTORY",32250,1,25800,38700,"Signed and Dated",115,150,17250,"2012","Oil and acrylic / Canvas","774","4/4/16","0"
"2655","Kong Lingnan","THE DRIFTING PENINSULA I (TRIPTYCH)",32250,1,15480,23220,"Signed on Reverse",NA,NA,NA,"2011","Oil / Canvas","777","4/4/16","0"
"2656","Wei Liu","YOU LIKE ME WHY NOT SERIES NO. 25",48380,1,51600,77400,"Signed and Titled",30,40,1200,"1996","Oil / Canvas","778","4/4/16","0"
"2657","Songsong Li","BIG SHOT'S AFTERNOON",96750,1,103200,129000,"Signed and Dated",209.8,280,58744,"2002","Oil and silver foil / Canvas","779","4/4/16","0"
"2658","Yayoi Kusama","PUMPKIN",104810,1,36120,49020,"Signed and Titled",22.8,15.8,360.24,"1993","Acrylic / Canvas","780","4/4/16","0"
"2659","Yayoi Kusama","PUMPKIN",88690,1,36120,49020,"Signed and Titled",16.1,22.7,365.47,"1995","Acrylic / Canvas","781","4/4/16","0"
"2660","Yayoi Kusama","HAT",288960,1,77400,103200,"Signed and Dated",53.3,65.3,3480.49,"1981","Acrylic / Canvas","782","4/4/16","0"
"2661","Yoshitomo Nara","WHERE IS?",129000,1,90300,116100,"Signed and Titled",44.2,44.2,1953.64,"1995","Acrylic / Canvas","784","4/4/16","0"
"2662","Yoshitomo Nara","BIG EYED CAT",88690,1,64500,90300,NA,76.2,55.9,4259.58,"2003","Acrylic and pigment / Paper","787","4/4/16","0"
"2663","Yoshitomo Nara","HOSPITAL",80630,1,64500,77400,"Signed and Dated",70,100,7000,"2002","Acrylic / Canvas on board","790","4/4/16","0"
"2664","Takashi Murakami","RAINBOW FLOWER - 11 O'CLOCK",80630,1,51600,64500,"Signed and Dated",40.1,40.1,1608.01,"2007","Acrylic and platinum leaf / Canvas on board","791","4/4/16","0"
"2665","Atsuko Tanaka","87A",112880,1,51600,77400,"Signed and Titled",45.4,38,1725.2,"1987","Enamel / Canvas","795","4/4/16","0"
"2666","Hisao Domoto","UNTITLED",145130,1,58050,83850,"Signed and Dated",162,112.3,18192.6,"1960-1963","Oil / Canvas","796","4/4/16","0"
"2667","Chiyu Uemae","UNTITLED",209630,1,64500,90300,NA,116.5,76.5,8912.25,"1962","Oil / Canvas","797","4/4/16","0"
"2668","Yasuo Sumi","WORK",51600,1,38700,64500,"Signed and Titled",164,132,21648,"1966","Oil / Canvas","798","4/4/16","0"
"2669","Tsuyoshi Maekawa","UNTITLED",48380,1,38700,51600,"Signed and Dated",227.5,181.7,41336.75,"2013","Oil and burlap / Canvas","799","4/4/16","0"
"2670","Tsuyoshi Maekawa","ROPPON NO SHIROI SEN (A17)",288960,1,103200,154800,"Signed and Dated",130,162.5,21125,"1963","Oil and burlap / Canvas","800","4/4/16","0"
"2671","Shozo Shimamoto","WHIRLPOOL",319920,1,154800,232200,"Signed and Dated",91,116.5,10601.5,"1967","Oil and enamel / Canvas","803","4/4/16","0"
"2672","Sadamasa Motonaga","UNTITLED",56440,1,7740,15480,"Signed and Dated",23.8,23,547.4,"1971","Acrylic / Canvas","805","4/4/16","0"
