artist,title,online_dummy,sales_dollar,dummy_sold,low_estimate_dollar,high_estimate_dollar,signed,size_cm,edition,foundry,created,category,Medium,auction_lot,auction_date,auction_location
Shiryu Morita,JU - LONGEVITY,0,32000,1,12800,25600,Signed and Titled,96.00cm x 62.40cm,,,1963,Works on Paper,Ink / Paper,808,10/1/17,Sotheby's Hong Kong
Shiryu Morita,EN - CIRCLE,0,44800,1,23040,35840,Unavailable,52.50cm x 77.00cm,,,c. 1969,Paintings,Aluminum flake pigment in glue medium / Paper,809,10/1/17,Sotheby's Hong Kong
Shiryu Morita,TEN - MOVEMENT,0,32000,1,25600,38400,Unavailable,134.40cm x 134.40cm,,,c. 1969,Works on Paper,Ink / Paper,810,10/1/17,Sotheby's Hong Kong
Shiryu Morita,KI - RETURN,0,11200,1,5120,7680,Artist's Seal,59.00cm x 41.10cm,,,c. 1963,Works on Paper,Ink / Paper,811,10/1/17,Sotheby's Hong Kong
Shiryu Morita,KANZAN - HAN-SHAN,0,192000,1,102400,153600,Signed and Titled,78.50cm x 143.80cm,,,1965,Paintings,Lacquer and aluminum flake pigment in PVA glue medium / Paper,812,10/1/17,Sotheby's Hong Kong
Shiryu Morita,EN - CIRCLE,0,64000,1,25600,38400,Unavailable,134.30cm x 134.30cm,,,c. 1960s,Works on Paper,Ink / Paper,813,10/1/17,Sotheby's Hong Kong
Shiryu Morita,EN - REMOTENESS,0,20800,1,12800,19200,Signed and Titled,62.50cm x 93.30cm,,,1963,Works on Paper,Ink / Paper,814,10/1/17,Sotheby's Hong Kong
Shiryu Morita,KAI - YEARNING,0,11200,1,6400,10240,Signed and Titled,40.20cm x 46.80cm,,,1969,Works on Paper,Ink / Paper,815,10/1/17,Sotheby's Hong Kong
Shiryu Morita,MAU - DANCE,0,51200,1,19200,32000,Unavailable,78.00cm x 51.30cm,,,c. 1969,Paintings,Aluminum flake pigment in glue medium / Paper,816,10/1/17,Sotheby's Hong Kong
Shiryu Morita,DATSU - RELEASED,0,22400,1,12800,19200,Signed and Titled,62.20cm x 88.70cm,,,1963,Works on Paper,Ink / Paper,817,10/1/17,Sotheby's Hong Kong
Shiryu Morita,SHIZUKA - TRANQUILITY,0,38400,1,25600,38400,Unavailable,62.50cm x 89.00cm,,,c. 9160s,Paintings,Aluminum flake pigment in glue medium / Paper,818,10/1/17,Sotheby's Hong Kong
Shiryu Morita,GU - FOOLISHNESS,0,20800,1,10240,15360,Signed and Titled,72.70cm x 46.50cm,,,1969,Works on Paper,Ink / Paper,819,10/1/17,Sotheby's Hong Kong
Walasse Ting,WOMAN WITH WATERMELON,0,4800,1,5120,7680,Artist's Seal,59.00cm x 48.00cm,,,,Paintings,Acrylic / Paper,201,10/1/17,Sotheby's Hong Kong
Walasse Ting,MY NEON CUNT,0,,0,6400,8960,Signed and Dated,70.50cm x 96.00cm,,,2006,Mixed Media,Mixed Media / Paper,202,10/1/17,Sotheby's Hong Kong
Walasse Ting,WOMAN WITH BOUQUET,0,16000,1,12800,19200,Artist's Seal,177.00cm x 96.00cm,,,,Paintings,Acrylic on paper laid on canvas,203,10/1/17,Sotheby's Hong Kong
Walasse Ting,THREE WOMEN,0,,0,17920,32000,Artist's Seal,177.00cm x 96.00cm,,,,Paintings,Acrylic / Paper,205,10/1/17,Sotheby's Hong Kong
Pacita Abad,BURNING DESIRE,0,56000,1,11520,19200,Signed and Dated,231.00cm x 180.00cm,,,2002,Mixed Media,Oil and mixed media hand sewn onto canvas,206,10/1/17,Sotheby's Hong Kong
Walasse Ting,FLOWERS AND BIRDS,0,64000,1,30720,48640,Artist's Seal,96.00cm x 176.00cm,,,,Paintings,Acrylic / Paper,207,10/1/17,Sotheby's Hong Kong
Eko Nugroho,LIFE IS A TRICK,0,27200,1,21760,35840,Signed and Dated,200.00cm x 150.00cm,,,2011,Paintings,Acrylic / Canvas,208,10/1/17,Sotheby's Hong Kong
Rodel Tapaya,ADVICE FROM BATHALA,0,30400,1,19200,25600,Signed and Dated,182.00cm x 152.00cm,,,2012,Paintings,Acrylic / Canvas,209,10/1/17,Sotheby's Hong Kong
Rodel Tapaya,VISITING FAMILY CAND,0,30400,1,15360,23040,Signed and Dated,183.00cm x 152.50cm,,,2008,Paintings,Oil / Canvas,211,10/1/17,Sotheby's Hong Kong
Oky Rey Montha,(I) PRIA PEMALU (SHY MAN) (II) YOU NEVER WALK ALONE,0,9600,1,7680,11520,,,,,,Paintings,Acrylic / Canvas,212,10/1/17,Sotheby's Hong Kong
Marina Cruz,EMBROIDERED LANDSCAPE HELEN IN A DAYDREAM,0,13600,1,7680,10240,Signed and Dated,122.00cm x 91.00cm,,,2012,Mixed Media,Oil with embroidery / Canvas,215,10/1/17,Sotheby's Hong Kong
Andres Barrioquinto,CHASING THE SCREAM,0,67200,1,25600,38400,Signed and Dated,213.00cm x 152.50cm,,,2015,Paintings,Oil / Canvas,216,10/1/17,Sotheby's Hong Kong
Agus Suwage,SUPERFLOWER,0,,0,23040,35840,Signed and Dated,150.00cm x 140.00cm,,,2003,Paintings,Oil and acrylic / Canvas,217,10/1/17,Sotheby's Hong Kong
Natee Utarit,AESTHETIC OF CONDEMNATION NO. 1,0,,0,61440,87040,Signed and Dated,100.00cm x 150.00cm,,,2012,Paintings,Oil / Linen,218,10/1/17,Sotheby's Hong Kong
Yudi Sulistyo,3-1M,0,4800,1,3840,5760,Unavailable,64.00cm x 68.00cm x 36.00cm,,,,Sculptures,CardboardPVC and found items,219,10/1/17,Sotheby's Hong Kong
Indieguerillas,PORTABLE ART IS GOOD FOR YOU VII: (THE BIRTH OF) THE CHEERFUL AND THE BEAUTIFUL PSEUDO-COOL,0,,0,6400,8960,Unavailable,129.00cm x 73.00cm x 40.50cm,,,2010,Sculptures,"Digital print on acrylic, vintage suitcase, light tubes, metal, wool and wood, in 17 parts",220,10/1/17,Sotheby's Hong Kong
Oky Rey Montha,SATISFIED,0,,0,5760,8320,Signed and Dated,140.00cm x 180.00cm,,,2011,Paintings,Acrylic / Canvas,221,10/1/17,Sotheby's Hong Kong
Entang Wiharso,MY DREAM BIGGER THAN MY BODY,0,11200,1,8960,11520,Signed and Dated,,,,2009,Paintings,Laser cut aluminum,222,10/1/17,Sotheby's Hong Kong
Samsul Arifin,BERDIRI DIATAS PEMBENARAN (STANDING ON JUSTIFICATION),0,48000,1,25600,38400,,,,,,Paintings,Acrylic / Canvas,223,10/1/17,Sotheby's Hong Kong
S Dwi Setyo,GARDEN PARTY,0,10400,1,5760,8320,Signed and Dated,170.00cm x 280.00cm,,,2017,Paintings,Oil / Canvas,225,10/1/17,Sotheby's Hong Kong
AY T Joe Christine,SERIE A & B,0,80000,1,38400,64000,,,,,,Works on Paper,Acrylic and pencil / Canvas,226,10/1/17,Sotheby's Hong Kong
Ivan Lam,ANIMAL STORIES FOR MY DAUGHTER AND MICHAEL,0,,0,17920,28160,Signed and Dated,173.00cm x 152.50cm,,,2009,Paintings,Nippon paint / Canvas on board,228,10/1/17,Sotheby's Hong Kong
M Irfan,BIG IDEAS NEED BIG SPACE,0,19200,1,15360,28160,Signed and Dated,200.00cm x 250.00cm,,,2011,Paintings,Acrylic / Canvas,229,10/1/17,Sotheby's Hong Kong
Dipo Andy,ABSTRACT,0,,0,11520,19200,Signed and Dated,250.00cm x 200.00cm,,,2017,Paintings,Acrylic / Canvas,230,10/1/17,Sotheby's Hong Kong
Agus Triyanto,DREAMS CREATE FUTURE,0,41600,1,6400,8960,Signed and Dated,180.00cm x 250.00cm,,,2016,Paintings,Oil / Canvas,231,10/1/17,Sotheby's Hong Kong
Jigger Cruz,SLIP%GAKJLGD,0,38400,1,17920,28160,Signed and Dated,160.00cm x 222.00cm,,,2016,Paintings,Oil / Canvas,232,10/1/17,Sotheby's Hong Kong
AY T Joe Christine,ALTER EGO II,0,67200,1,48640,74240,Signed and Dated,120.00cm x 100.00cm,,,2003,Mixed Media,Mixed Media / Canvas,233,10/1/17,Sotheby's Hong Kong
Suzlee Ibrahim,SUMMER IN BRANDE,0,10400,1,7680,11520,Signed and Dated,213.00cm x 165.00cm,,,2008,Paintings,Acrylic and oil / Canvas,235,10/1/17,Sotheby's Hong Kong
Rafiee Ghani,THE BOOK OF TWO RIVERS,0,40000,1,8320,12160,Signed and Dated,183.00cm x 152.00cm,,,2017,Paintings,Oil / Canvas,236,10/1/17,Sotheby's Hong Kong
Raduan Man,THE WILD ANGELS,0,6400,1,5120,7680,Signed and Dated,152.50cm x 152.50cm,,,2017,Paintings,Oil / Linen,237,10/1/17,Sotheby's Hong Kong
Gede Mahendra Yasa,"BETWEEN YOU, ME AND THE BEDPOST #1 & 2",0,62400,1,40960,74240,,,,,,Paintings,Acrylic / Canvas,238,10/1/17,Sotheby's Hong Kong
Jumaldi Alfi,COLOR GUIDE SERIES PAINTING #8,0,,0,11520,19200,Signed and Dated,195.00cm x 230.00cm,,,2007,Paintings,Acrylic / Canvas,240,10/1/17,Sotheby's Hong Kong
Hamidi Hadi,"MENAKUNG DI MUKA BUMI L (FLOOD ON THE EARTH'S FACE I), IN TWO PARTS",0,9600,1,6400,8960,,,,,,Paintings,Acryliclaterite stone and resin / Canvas,241,10/1/17,Sotheby's Hong Kong
An Hai Pham,MELODY OF THE STREET,0,,0,12800,19200,Signed and Dated,100.00cm x 200.00cm,,,2011,Paintings,Acrylic / Canvas,242,10/1/17,Sotheby's Hong Kong
Nguyen van Trung,INSIDE PAGODA,0,6080,1,3840,6400,Signed and Dated,100.00cm x 100.00cm,,,2000,Mixed Media,Mixed Media / Canvas,243,10/1/17,Sotheby's Hong Kong
Mariam Sofrina,05.50 AM,0,8000,1,4480,7040,Signed and Dated,96.00cm x 159.00cm,,,2013,Paintings,Oil / Canvas,245,10/1/17,Sotheby's Hong Kong
Wei Meng Chen,HARVEST FORMS 3,0,2560,1,1920,3200,Signed and Dated,40.00cm x 70.00cm,,,2016,Paintings,Acrylic / Canvas,246,10/1/17,Sotheby's Hong Kong
Jumaldi Alfi,MELTING MEMORIES RE-READING LANDSCAPE #03,0,22400,1,17920,28160,Signed and Dated,223.00cm x 383.50cm,,,2011,Paintings,Acrylic / Canvas,247,10/1/17,Sotheby's Hong Kong
Ronald Ventura,DOGWARS,0,565760,1,89600,115200,Signed and Dated,123.00cm x 244.00cm,,,2013-2017,Paintings,Oil / Canvas,248,10/1/17,Sotheby's Hong Kong
Dang Xuan Hoa,RED MOON,0,,0,5120,6400,Signed and Dated,119.50cm x 129.50cm,,,2008,Paintings,Oil / Canvas,249,10/1/17,Sotheby's Hong Kong
S Teddy D,END GAME,0,,0,3840,6400,Signed and Dated,130.00cm x 130.00cm,,,2008,Paintings,Oil and acrylic / Canvas,250,10/1/17,Sotheby's Hong Kong
Ugo Untoro,TRAVELLING WITHOUT MOVING,0,,0,5120,7680,Signed and Dated,100.00cm x 80.00cm,,,2004,Paintings,Oil / Canvas,251,10/1/17,Sotheby's Hong Kong
Dang Xuan Hoa,THE RED FAMILY,0,,0,7680,11520,Signed and Dated,125.00cm x 124.00cm,,,2008,Paintings,Oil / Canvas,252,10/1/17,Sotheby's Hong Kong
Zaw Min,CHINESE TEMPLE,0,2560,1,1920,3200,Signed and Dated,92.00cm x 122.00cm,,,2001,Paintings,Acrylic / Canvas,253,10/1/17,Sotheby's Hong Kong
Zaw Win Pe,GREEN SUNSET,0,2560,1,1920,3200,Signed and Dated,56.00cm x 71.00cm,,,2002,Paintings,Oil / Canvas,255,10/1/17,Sotheby's Hong Kong
Moat Thone,BUDDHA AND BANYAN TREE,0,2880,1,2560,3840,Signed and Dated,91.00cm x 121.00cm,,,2005,Paintings,Oil / Canvas,256,10/1/17,Sotheby's Hong Kong
Aung Myint,(EXPRESSION) THE FACES,0,6080,1,4480,7040,Signed and Dated,119.50cm x 86.00cm,,,2013,Paintings,Acrylic / Canvas,257,10/1/17,Sotheby's Hong Kong
San Minn,TEA SHOP,0,6720,1,6400,8960,Signed and Dated,86.00cm x 59.50cm,,,1983,Paintings,Oil / Canvas,258,10/1/17,Sotheby's Hong Kong
Chan Su Nyein,LANDSCAPE 8,0,2400,1,1920,3200,Signed and Dated,91.00cm x 121.00cm,,,1992,Paintings,Acrylic / Canvas,259,10/1/17,Sotheby's Hong Kong
U Ba Thet,THE PAGODA,0,11200,1,10240,19200,Signed,39.50cm x 30.00cm,,,,Paintings,Oil / Board,260,10/1/17,Sotheby's Hong Kong
San Win,BAGAN,0,30400,1,25600,38400,Signed and Dated,40.00cm x 79.00cm,,,1979,Paintings,Oil / Canvas,261,10/1/17,Sotheby's Hong Kong
Ngwe Gaing,ELEPHANTS AND TRUCKS WITH LOGS,0,76800,1,38400,64000,Signed and Dated,67.00cm x 91.00cm,,,1965,Paintings,Oil / Canvas,262,10/1/17,Sotheby's Hong Kong
Wae Aung Min,INLAY LAKE,0,5600,1,5120,7680,Signed and Dated,91.50cm x 61.50cm,,,1996,Paintings,Acrylic / Canvas,263,10/1/17,Sotheby's Hong Kong
Gywe U Lun,TWO LADIES IN THE RAIN,0,,0,6400,8960,Signed and Dated,61.00cm x 91.00cm,,,2011,Paintings,Oil / Canvas,265,10/1/17,Sotheby's Hong Kong
U Hla Shein,PAGODA AND THE WATERFALL,0,,0,12800,19200,Signed and Dated,46.00cm x 50.00cm,,,1963,Paintings,Oil / Canvas,266,10/1/17,Sotheby's Hong Kong
Mai Trung Thu,COMBING HAIR,0,24000,1,10240,19200,Signed and Dated,27.50cm x 22.50cm,,,1943,Works on Paper,Ink and gouache / Silk,267,10/1/17,Sotheby's Hong Kong
Mai Trung Thu,UNE FILLE AVEC L'ECHARPE JAUNE (GIRL WITH A YELLOW SCARF),0,22400,1,10240,15360,Signed and Dated,25.00cm x 13.00cm,,,1972,Works on Paper,Ink and goauche / Silk,268,10/1/17,Sotheby's Hong Kong
Mai Trung Thu,CONVERSATION,0,32000,1,12800,19200,Signed and Dated,24.50cm x 30.00cm,,,1969,Works on Paper,Ink and gouache / Silk,269,10/1/17,Sotheby's Hong Kong
Le Pho,ROSES ET GLAÏEULS (ROSES AND GLADIOLI),0,35200,1,11520,19200,Signed and Dated,73.50cm x 93.00cm,,,1978,Paintings,Oil / Canvas,270,10/1/17,Sotheby's Hong Kong
Le Pho,LES ROSES TRÉMIÈRES (THE HOLLYHOCKS),0,,0,15360,23040,Signed,58.00cm x 71.00cm,,,,Paintings,Oil on silk mounted on board,271,10/1/17,Sotheby's Hong Kong
Le Pho,TENDRESSE MATERNELLE (MATERNAL TENDERNESS),0,30400,1,15360,23040,Signed,45.50cm x 33.00cm,,,,Paintings,Oil on silk mounted on board,272,10/1/17,Sotheby's Hong Kong
Le Pho,JEUNES FILLES AUX FLEURS DE PÊCHES (YOUNG GIRLS WITH PEACH FLOWERS),0,32000,1,20480,28160,Signed,70.00cm x 43.50cm,,,,Paintings,Oil and gouache on silk mounted on board,273,10/1/17,Sotheby's Hong Kong
Vu Cao Dam,MOTHER AND CHILD,0,28800,1,20480,33280,Signed and Dated,71.50cm x 59.00cm,,,1959,Paintings,Oil / Canvas,275,10/1/17,Sotheby's Hong Kong
Vu Cao Dam,LE POÈTE (THE POET),0,16000,1,15360,23040,Signed and Dated,73.00cm x 91.50cm,,,1978,Paintings,Oil / Canvas,276,10/1/17,Sotheby's Hong Kong
Vu Cao Dam,LE RETOUR (THE RETURN),0,13600,1,7680,11520,Signed and Dated,25.50cm x 33.50cm,,,1974,Paintings,Oil / Canvas,277,10/1/17,Sotheby's Hong Kong
Vu Cao Dam,IDYLLE (IDYLL),0,5600,1,3072,4480,Signed and Dated,33.50cm x 24.00cm,,,1968,Paintings,Oil / Canvas,278,10/1/17,Sotheby's Hong Kong
Vu Cao Dam,DEUX FILLES (TWO LADIES),0,19200,1,10240,15360,Signed and Dated,46.00cm x 38.00cm,,,1955,Paintings,Oil / Board,279,10/1/17,Sotheby's Hong Kong
Vu Cao Dam,LE POÈTE ROUGE (THE RED POET),0,9600,1,6400,8960,Signed and Dated,31.50cm x 22.50cm,,,1974,Paintings,Oil / Canvas,280,10/1/17,Sotheby's Hong Kong
Le Pho,LA RÉVEUSE (THE DREAMER),0,72000,1,25600,38400,Signed and Dated,70.00cm x 82.00cm,,,1930,Paintings,Oil / Canvas,281,10/1/17,Sotheby's Hong Kong
Joseph Inguimberty,LE REPOS (REST),0,96000,1,76800,102400,Signed and Dated,97.00cm x 130.00cm,,,1938,Paintings,Oil / Canvas,282,10/1/17,Sotheby's Hong Kong
Le Pho,MOTHER AND CHILD IN A GARDEN,0,35200,1,15360,28160,Signed,91.00cm x 72.50cm,,,,Paintings,Oil / Canvas,283,10/1/17,Sotheby's Hong Kong
Le Pho,LES FLEURS DANS UN VASE (FLOWERS IN A VASE),0,9600,1,7680,11520,Signed,31.50cm x 44.50cm,,,,Paintings,Oil / Canvas,284,10/1/17,Sotheby's Hong Kong
Le Pho,SUR LA TERRASE (ON THE TERRACE),0,51200,1,28160,44800,Signed,146.50cm x 95.50cm,,,,Paintings,Oil / Canvas,285,10/1/17,Sotheby's Hong Kong
Le Pho,LA CUEILLETTE DES LOTUS (LOTUS HARVEST),0,320000,1,99840,204800,Signed,95.50cm x 59.00cm,,,1940,Paintings,Oil and gouache / Silk,286,10/1/17,Sotheby's Hong Kong
Le Pho,A VASE OF FLOWERS,0,20800,1,7680,11520,Signed,45.50cm x 26.50cm,,,,Paintings,Oil on silk mounted on board,287,10/1/17,Sotheby's Hong Kong
Le Pho,VASE D'IRIS (VASE OF IRISES),0,35200,1,15360,23040,Signed,63.50cm x 38.00cm,,,,Paintings,Oil and gouache / Silk,288,10/1/17,Sotheby's Hong Kong
Mai Trung Thu,A YOUNG LADY BY THE WINDOW,0,64000,1,28160,44800,Signed and Dated,44.00cm x 29.00cm,,,1942,Works on Paper,Ink and gouache / Silk,289,10/1/17,Sotheby's Hong Kong
Mai Trung Thu,CINQ PETITES FILLES (FIVE LITTLE GIRLS),0,144000,1,48640,70400,Signed and Dated,34.50cm x 92.00cm,,,1973,Works on Paper,Ink and gouache / Silk,290,10/1/17,Sotheby's Hong Kong
Le Pho,STILL LIFE,0,7680,1,5120,7680,Signed,31.50cm x 22.00cm,,,,Paintings,Oil / Canvas,291,10/1/17,Sotheby's Hong Kong
Le Pho,VASE DES FLEURS (A VASE OF FLOWERS),0,35200,1,10240,15360,Signed,73.00cm x 54.00cm,,,,Paintings,Oil / Canvas,292,10/1/17,Sotheby's Hong Kong
Le Pho,WOMAN WITH FLOWERS,0,20800,1,12800,19200,Signed,48.00cm x 63.00cm,,,,Paintings,Oil on silk mounted to board,293,10/1/17,Sotheby's Hong Kong
Le Pho,LES PIVOINES,0,20800,1,15360,23040,Signed,63.50cm x 90.50cm,,,,Paintings,Oil on silk mounted on board,295,10/1/17,Sotheby's Hong Kong
Le Pho,PIVOINES ET PAVOTS (PEONIES AND POPPIES),0,25600,1,17920,28160,Signed,91.00cm x 58.00cm,,,,Paintings,Oil on silk mounted on board,296,10/1/17,Sotheby's Hong Kong
Mai Trung Thu,LE BALCON (THE BALCONY),0,99200,1,38400,51200,Signed and Dated,46.00cm x 26.50cm,,,1943,Works on Paper,Ink and gouache / Silk,297,10/1/17,Sotheby's Hong Kong
Nguyen Gia Tri,PROVINCIAL VILLAGE,0,657920,1,102400,192000,,,,,,Works on Paper,Lacquer on wood panel,298,10/1/17,Sotheby's Hong Kong
Le Pho,A LACQUER BOX DEPICING A VIETNAMESE LANDSCAPE,0,112000,1,17920,28160,Unavailable,24.00cm x 46.00cm x 8.00cm,,,1930,Sculptures,Lacquer on wood,301,10/1/17,Sotheby's Hong Kong
Nguyn Van Tay,LE BANANIER (BANANA TREE),0,8000,1,6400,8960,Signed,90.00cm x 60.00cm,,,c. 1938,Paintings,Lacquer on wood panel,304,10/1/17,Sotheby's Hong Kong
Alix Ayme,JEUNE FILLE AVEC ANEMONES (YOUNG LADY WITH ANEMOES),0,16000,1,5120,7680,Inscribed and Signed,46.00cm x 32.00cm,,,c. 1940s,Paintings,Lacquer on wood panel,306,10/1/17,Sotheby's Hong Kong
Van Tho Tran,FESTIVAL DAY,0,10400,1,6400,8960,Signed,40.00cm x 64.00cm,,,c. 1950,Paintings,Lacquer on wood panel,307,10/1/17,Sotheby's Hong Kong
Vu Cao Dam,PORTRAIT OF PRESIDENT HO CHI MINH,0,4480,1,1920,3200,Signed,,,,1946,Sculptures,Bronze,309,10/1/17,Sotheby's Hong Kong
Doan Giap Vo,RICE FIELDS AT DAWN,0,7200,1,5760,8320,Signed,61.00cm x 123.00cm,,,c. 1950,Works on Paper,Lacquer on wood panel,311,10/1/17,Sotheby's Hong Kong
Marcel Bernanose,NINE STUDIES OF OLD PAGODAS IN VIETNAM,0,6720,1,3072,4480,,,,,,Works on Paper,Gouache / Paper,312,10/1/17,Sotheby's Hong Kong
Le Thi Luu,GIRL WITH FLOWER,0,13600,1,7680,11520,Signed and Dated,23.00cm x 15.50cm,,,1959,Paintings,Oil and gouache / Silk,313,10/1/17,Sotheby's Hong Kong
Le Thi Luu,MATERNITY,0,20800,1,6400,8960,Signed and Dated,66.00cm x 42.50cm,,,1946,Works on Paper,Ink and gouache on silk mounted on board,314,10/1/17,Sotheby's Hong Kong
Mai Trung Thu,LA REVEUSE (THE DREAMER),0,44800,1,19200,32000,Signed,40.50cm x 26.50cm,,,1948,Works on Paper,Ink and gouache on silk laid on board,315,10/1/17,Sotheby's Hong Kong
Nguyen TriMinh,HARBOUR SCENE,0,6400,1,5120,7680,Signed,43.00cm x 72.00cm,,,c. 1960,Paintings,Oil / Canvas,316,10/1/17,Sotheby's Hong Kong
Hong Cam Hoang,UNTITLED (STREET HAWKERS),0,2560,1,2560,3840,Signed and Dated,79.00cm x 99.00cm,,,2007,Paintings,Oil / Canvas,317,10/1/17,Sotheby's Hong Kong
Le Pho,LES COQUELICOTS JAUNES (YELLOW POPPIES),0,,0,10240,15360,Signed,64.00cm x 80.00cm,,,,Paintings,Oil / Canvas,318,10/1/17,Sotheby's Hong Kong
Le Pho,LES DAHLIAS ROUGES (THE RED DAHLIAS),0,19200,1,15360,23040,Signed,73.50cm x 50.00cm,,,,Paintings,Oil on silk mounted on board,319,10/1/17,Sotheby's Hong Kong
Henri Émile Vollet,THE BRIDGE OF L.K. CHINA AND VIETNAM BORDER,0,,0,3840,6400,Inscribed and Signed,48.00cm x 48.00cm,,,c. 1920,Works on Paper,Gouache / Cardboard,321,10/1/17,Sotheby's Hong Kong
Louis Rollet,VIEW OVER THE SOUTH SEA OF VIETNAM,0,6080,1,3072,4480,Signed,46.00cm x 61.00cm,,,c. 1940,Paintings,Oil / Board,322,10/1/17,Sotheby's Hong Kong
Choh Tan,SHOPHOUSES,0,16000,1,7680,11520,Signed and Dated,53.00cm x 65.00cm,,,1996,Paintings,Oil / Canvas,327,10/1/17,Sotheby's Hong Kong
Choh Tan,BALINESE PROCESSION,0,11200,1,7680,11520,Signed and Dated,53.00cm x 65.00cm,,,1996,Paintings,Oil / Canvas,328,10/1/17,Sotheby's Hong Kong
Tay Bak Koi,BUFFALOES,0,38400,1,17920,32000,Signed and Dated,94.00cm x 136.50cm,,,1994,Paintings,Oil / Canvas,329,10/1/17,Sotheby's Hong Kong
Chin Sye Tong,TOWGAY (BEAN SPROUT) FACTORY,0,8800,1,3840,6400,Signed and Dated,74.00cm x 110.00cm,,,1985,Works on Paper,Watercolor / Paper,330,10/1/17,Sotheby's Hong Kong
Thomas Yeo,LANDSCAPE,0,,0,2560,3840,Signed,21.00cm x 25.50cm,,,,Works on Paper,Gouache and watercolor / Paper on board,331,10/1/17,Sotheby's Hong Kong
Tay Bak Koi,HOUSES BY A RIVER,0,8000,1,6400,8960,Signed,96.00cm x 44.50cm,,,1969,Works on Paper,Ink and gouache / Paper on board,332,10/1/17,Sotheby's Hong Kong
Aw Tee Hong,UNTITLED (STREET HAWKERS),0,,0,6400,8960,Signed and Dated,30.50cm x 178.00cm,,,2009,Paintings,Oil / Canvas,333,10/1/17,Sotheby's Hong Kong
Seah Joo,BOAT QUAY (CITYSCAPE),0,14400,1,5760,8700,Signed,75.50cm x 158.00cm,,,,Other,Batik / Board,334,10/1/17,Sotheby's Hong Kong
Tze Peng Lim,VILLAGE LIFE,0,,0,12800,19200,Signed and Dated,68.00cm x 68.00cm,,,2002,Works on Paper,Watercolor and ink / Paper,335,10/1/17,Sotheby's Hong Kong
Aw Tee Hong,KAMPONG LIFE,0,,0,3840,7680,Signed,54.00cm x 75.00cm,,,,Works on Paper,Watercolor and ink / Paper,336,10/1/17,Sotheby's Hong Kong
Soo Pieng Cheong,GUILIN,0,40000,1,25600,38400,Signed and Dated,88.00cm x 69.50cm,,,1980,Works on Paper,Watercolor and ink / Paper,337,10/1/17,Sotheby's Hong Kong
Soo Pieng Cheong,SISTER,0,25600,1,17920,32000,Signed,55.00cm x 34.00cm,,,1982,Works on Paper,Watercolor and ink on silk pasted on jute,338,10/1/17,Sotheby's Hong Kong
Soo Pieng Cheong,KAMPONG LIFE,0,25600,1,20480,32000,Signed,49.00cm x 60.50cm,,,,Works on Paper,Watercolor and ink / Silk,339,10/1/17,Sotheby's Hong Kong
Mauro Malang Santos,YELLOW VENDOR,0,105600,1,5120,7680,Signed and Dated,89.00cm x 89.00cm,,,1985,Paintings,Acrylic / Canvas on board,340,10/1/17,Sotheby's Hong Kong
Seah Joo,DRYING HAIR,0,1520,1,1920,3200,Signed,61.00cm x 40.00cm,,,,Other,Batik / Cotton,341,10/1/17,Sotheby's Hong Kong
Kiukok Ang,SEATED FIGURE,0,60800,1,25600,38400,Signed and Dated,79.50cm x 59.50cm,,,1986,Paintings,Oil / Canvas,342,10/1/17,Sotheby's Hong Kong
Fernando Cueto Amorsolo,UNDER THE TREE,0,80000,1,25600,38400,Signed and Dated,51.00cm x 66.50cm,,,1961,Paintings,Oil / Canvas,343,10/1/17,Sotheby's Hong Kong
Fernando Cueto Amorsolo,PLANTING RICE,0,115200,1,51200,76800,Signed and Dated,47.50cm x 65.00cm,,,1934,Paintings,Oil / Canvas on board,345,10/1/17,Sotheby's Hong Kong
Cesar Buenaventura y Espinosa,RICE TERRACES,0,,0,6400,8960,Signed and Dated,54.50cm x 69.50cm,,,1954,Paintings,Oil / Canvas,346,10/1/17,Sotheby's Hong Kong
Fernando Cueto Amorsolo,PORTRAIT OF SARA SALEEBY,0,6400,1,5120,7680,Signed and Dated,45.00cm x 34.00cm,,,1938,Paintings,Oil / Canvas on board,347,10/1/17,Sotheby's Hong Kong
Fernando Cueto Amorsolo,DANCING COUPLE,0,108800,1,30720,48640,Signed and Dated,63.00cm x 88.00cm,,,1952,Paintings,Oil / Canvas,348,10/1/17,Sotheby's Hong Kong
Fernando Cueto Amorsolo,SEASCAPE,0,64000,1,30720,44800,Signed and Dated,68.00cm x 88.00cm,,,1946,Paintings,Oil / Canvas,349,10/1/17,Sotheby's Hong Kong
Liu Kang,FISHERMEN BY BOATS,0,48000,1,38400,64000,Signed,48.00cm x 56.00cm,,,1981,Paintings,Oil / Masonite,350,10/1/17,Sotheby's Hong Kong
Chen Wen Hsi & Pan Shou,FISH IN A LOTUS POND,0,99200,1,48640,70400,Inscribed and Signed,124.50cm x 65.00cm,,,1978,Works on Paper,Watercolor and gouache / Paper,351,10/1/17,Sotheby's Hong Kong
Wenxi Chen,FROGS,0,35200,1,7680,11520,Signed,35.00cm x 45.00cm,,,,Works on Paper,Watercolor and ink / Paper,352,10/1/17,Sotheby's Hong Kong
Wenxi Chen,GIBBONS,0,96000,1,57600,83200,Signed,137.50cm x 69.00cm,,,,Works on Paper,Watercolor and ink / Paper,353,10/1/17,Sotheby's Hong Kong
